,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Book Rating
1690,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.06
1691,"Rebecca Hall, Dominic West, Imelda Staunton, Isaac Hempstead Wright",4 wins & 2 nominations.,"$175,088",UK,29 Jan 2013,Nick Murphy,,"Horror, Thriller","English, French",53,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.",https://m.media-amazon.com/images/M/MV5BMzk0ODc1NDMxOV5BMl5BanBnXkFtZTcwNTAzMzgwOA@@._V1_SX300.jpg,Cohen Media Group,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",11 Nov 2011,True,102 min,The Awakening,movie,http://cohenmedia.net/coming-soon/the-awakening/,"Stephen Volk (screenplay), Nick Murphy (screenplay)",2011,tt1687901,6.5,"57,922",,4.06
1692,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.63
1693,"Edward G. Robinson, Loretta Young, Orson Welles, Philip Merivale",Nominated for 1 Oscar. Another 1 nomination.,N/A,USA,08 Feb 2000,Orson Welles,,"Crime, Drama, Film-Noir, Mystery, Thriller","English, Spanish",76,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.,https://m.media-amazon.com/images/M/MV5BMTExMDAzMDM0NzZeQTJeQWpwZ15BbWU3MDk3ODIzNzQ@._V1_SX300.jpg,RKO Pictures,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",01 Aug 1946,True,95 min,The Stranger,movie,N/A,"Anthony Veiller (screenplay), Victor Trivas (adaptation), Decla Dunning (adaptation), Victor Trivas (original story)",1946,tt0038991,7.4,"16,797",,3.96
1694,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.96
1695,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.61
1696,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.04
1697,"Tim Roth, John Malkovich, Isaach De Bankolé, James Fox",Nominated for 1 Golden Globe. Another 2 wins & 2 nominations.,N/A,USA,20 Apr 1994,Nicolas Roeg,,Drama,"English, French",N/A,A trading company manager travels up an African river to find a missing outpost head and discovers the depth of evil in humanity's soul.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMzUzOTg1MV5BMl5BanBnXkFtZTcwNDQ5NTAyMQ@@._V1_SX300.jpg,Turner Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",13 Mar 1994,True,100 min,Heart of Darkness,movie,N/A,"Joseph Conrad (novel), Benedict Fitzgerald (teleplay)",1993,tt0110002,5.8,"1,493",,3.85
1698,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.42
1699,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.85
1700,"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen",N/A,N/A,USA,10 Oct 2006,"Jack Conway, Robert Z. Leonard",,"Drama, History, Romance",English,N/A,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Dec 1935,True,128 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), W.P. Lipscomb (screen play), S.N. Behrman (screen play), Thomas Carlyle (bibliography ""The French Revolution""), M. Cléry (bibliography ""Journal of the Temple""), Mademoiselle des Écherolles (bibliography ""The Memoirs""), M. Nicholas (bibliography ""The Memoirs"")",1935,tt0027075,7.8,"4,465",,3.42
1701,"James Franco, Tim Blake Nelson, Scott Haze, Loretta Devine",N/A,N/A,USA,N/A,James Franco,,Drama,English,39,"A look at the trials and tribulations of the Compson family, living in the deep south during the early part of the 20th century.",https://m.media-amazon.com/images/M/MV5BMjE3Nzc1NTg5OF5BMl5BanBnXkFtZTgwNDMwMzk4MjE@._V1_SX300.jpg,N/A,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",23 Oct 2015,True,101 min,The Sound and the Fury,movie,N/A,"William Faulkner (novel), Matt Rager (screenplay)",2014,tt3026144,4.8,704,,3.81
1702,"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen",N/A,N/A,USA,10 Oct 2006,"Jack Conway, Robert Z. Leonard",,"Drama, History, Romance",English,N/A,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Dec 1935,True,128 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), W.P. Lipscomb (screen play), S.N. Behrman (screen play), Thomas Carlyle (bibliography ""The French Revolution""), M. Cléry (bibliography ""Journal of the Temple""), Mademoiselle des Écherolles (bibliography ""The Memoirs""), M. Nicholas (bibliography ""The Memoirs"")",1935,tt0027075,7.8,"4,465",,3.86
1703,"Ronald Colman, Elizabeth Allan, Edna May Oliver, Reginald Owen",N/A,N/A,USA,10 Oct 2006,"Jack Conway, Robert Z. Leonard",,"Drama, History, Romance",English,N/A,"A pair of lookalikes, one a former French aristocrat and the other an alcoholic English lawyer, fall in love with the same woman amongst the turmoil of the French Revolution.",https://m.media-amazon.com/images/M/MV5BOTFlNzEwZWQtNWY3MS00YzNlLWIwNDUtYmQ2N2MxZWM4ODFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Warner Home Video,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",25 Dec 1935,True,128 min,A Tale of Two Cities,movie,N/A,"Charles Dickens (novel), W.P. Lipscomb (screen play), S.N. Behrman (screen play), Thomas Carlyle (bibliography ""The French Revolution""), M. Cléry (bibliography ""Journal of the Temple""), Mademoiselle des Écherolles (bibliography ""The Memoirs""), M. Nicholas (bibliography ""The Memoirs"")",1935,tt0027075,7.8,"4,465",,3.81
1704,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.81
1705,"Paul Albe, Ken Arnold, Dave Barchet, Stephanie Burden",N/A,N/A,USA,N/A,Mark Rogers,,"Short, Drama",English,N/A,"Revolves around a day in the life of a homeless man in Washington, D.C. Through a series of encounters we find that the homeless guy has a heart of gold and is actually being forced to ...",N/A,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",29 Aug 2008,True,35 min,Invisible Man,movie,N/A,John S. Wells (screenplay),2008,tt1259209,7.0,18,,3.86
1706,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.84
1707,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.23
1708,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.98
1709,"Millie Perkins, Joseph Schildkraut, Shelley Winters, Richard Beymer",Won 3 Oscars. Another 5 wins & 14 nominations.,N/A,USA,03 Feb 2004,George Stevens,,"Biography, Drama, Family, History, War","English, German",N/A,"During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands.",https://m.media-amazon.com/images/M/MV5BZWZkOThjMjQtNGRlOS00YWNlLWFhNDEtYjlmMmIxMDZmN2U2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Fox,APPROVED,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",17 Apr 1959,True,180 min,The Diary of Anne Frank,movie,N/A,"Frances Goodrich (screenplay), Albert Hackett (screenplay), Frances Goodrich (from the play by), Albert Hackett (from the play by), Anne Frank (based on the book ""Anne Frank: The Diary of a Young Girl"" by)",1959,tt0052738,7.4,"10,669",,4.1
1710,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.1
1711,"Matthew Modine, Kelli Williams, Richard Chevolleau, Jeff Pustil",1 nomination.,N/A,"Canada, USA",18 Nov 2008,Jeff Bleckner,,"Drama, Sci-Fi",English,N/A,Charlie Gordon is mentally handicapped and all he wants in life is to be a genius. When he gets picked for experimental surgery it looks like his dream may finally come true. But the ...,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5NTg1ZGMtOWJkYy00NzBkLTg1ZTEtYjJjM2IzMGUzN2IxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,Storyline Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",20 Feb 2000,True,120 min,Flowers for Algernon,movie,N/A,"Daniel Keyes (novel), John Pielmeier (teleplay)",2000,tt0210044,6.9,"1,200",,4.1
1712,"Matthew Modine, Kelli Williams, Richard Chevolleau, Jeff Pustil",1 nomination.,N/A,"Canada, USA",18 Nov 2008,Jeff Bleckner,,"Drama, Sci-Fi",English,N/A,Charlie Gordon is mentally handicapped and all he wants in life is to be a genius. When he gets picked for experimental surgery it looks like his dream may finally come true. But the ...,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5NTg1ZGMtOWJkYy00NzBkLTg1ZTEtYjJjM2IzMGUzN2IxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,Storyline Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",20 Feb 2000,True,120 min,Flowers for Algernon,movie,N/A,"Daniel Keyes (novel), John Pielmeier (teleplay)",2000,tt0210044,6.9,"1,200",,4.07
1713,"Matthew Modine, Kelli Williams, Richard Chevolleau, Jeff Pustil",1 nomination.,N/A,"Canada, USA",18 Nov 2008,Jeff Bleckner,,"Drama, Sci-Fi",English,N/A,Charlie Gordon is mentally handicapped and all he wants in life is to be a genius. When he gets picked for experimental surgery it looks like his dream may finally come true. But the ...,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5NTg1ZGMtOWJkYy00NzBkLTg1ZTEtYjJjM2IzMGUzN2IxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,Storyline Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",20 Feb 2000,True,120 min,Flowers for Algernon,movie,N/A,"Daniel Keyes (novel), John Pielmeier (teleplay)",2000,tt0210044,6.9,"1,200",,4.07
1714,"Matthew Modine, Kelli Williams, Richard Chevolleau, Jeff Pustil",1 nomination.,N/A,"Canada, USA",18 Nov 2008,Jeff Bleckner,,"Drama, Sci-Fi",English,N/A,Charlie Gordon is mentally handicapped and all he wants in life is to be a genius. When he gets picked for experimental surgery it looks like his dream may finally come true. But the ...,https://images-na.ssl-images-amazon.com/images/M/MV5BNTA5NTg1ZGMtOWJkYy00NzBkLTg1ZTEtYjJjM2IzMGUzN2IxXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,Storyline Entertainment,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",20 Feb 2000,True,120 min,Flowers for Algernon,movie,N/A,"Daniel Keyes (novel), John Pielmeier (teleplay)",2000,tt0210044,6.9,"1,200",,4.07
1715,"Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman",Nominated for 3 Oscars. Another 5 wins & 10 nominations.,N/A,"USA, Italy",03 Dec 2002,King Vidor,,"Drama, Romance, War","English, Italian, Russian",N/A,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",21 Aug 1956,True,208 min,War and Peace,movie,N/A,"Leo Tolstoy (based on the novel by), Bridget Boland (adaptation), Robert Westerby (adaptation), King Vidor (adaptation), Mario Camerini (adaptation), Ennio De Concini (adaptation), Ivo Perilli (adaptation)",1956,tt0049934,6.8,"7,846",,4.07
1716,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.11
1717,"Amanda Bellamy, Sion Emyr, Tania Shew",N/A,N/A,UK,N/A,Helen Oakleigh,,Short,English,N/A,N/A,N/A,N/A,N/A,[],01 Sep 2015,True,15 min,Romeo and Juliet: Simply Shakespeare UK,movie,N/A,N/A,2015,tt3297034,N/A,N/A,,4.12
1718,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.74
1719,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.74
1720,"Mia Wasikowska, Jamie Bell, Su Elliot, Holliday Grainger",Nominated for 1 Oscar. Another 10 wins & 14 nominations.,N/A,"UK, USA",16 Aug 2011,Cary Joji Fukunaga,,"Drama, Romance","English, French",76,A mousy governess who softens the heart of her employer soon discovers that he's hiding a terrible secret.,https://m.media-amazon.com/images/M/MV5BNjU0Mjc0NzU3NF5BMl5BanBnXkFtZTcwMTU4OTkwNA@@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",22 Apr 2011,True,120 min,Jane Eyre,movie,http://www.JaneEyretheMovie.com,"Charlotte Brontë (novel), Moira Buffini (screenplay)",2011,tt1229822,7.4,"72,367",,4.24
1721,"James Mason, Shelley Winters, Sue Lyon, Gary Cockrell",Nominated for 1 Oscar. Another 2 wins & 8 nominations.,N/A,"UK, USA",29 Jun 1999,Stanley Kubrick,,"Crime, Drama, Romance","English, French, Spanish, German",N/A,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.,https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,MGM,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",21 Jun 1962,True,153 min,Lolita,movie,N/A,"Vladimir Nabokov (screenplay), Vladimir Nabokov (novel)",1962,tt0056193,7.6,"79,307",,4.1
1722,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,3.88
1723,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea",Won 2 Oscars. Another 14 wins & 15 nominations.,N/A,"UK, Italy",23 May 2000,Franco Zeffirelli,,"Drama, Romance",English,N/A,"When two young members of feuding families meet, forbidden love ensues.",https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg,Paramount Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",08 Oct 1968,True,138 min,Romeo and Juliet,movie,N/A,"William Shakespeare (play), Franco Brusati (screenplay), Masolino D'Amico (screenplay), Franco Zeffirelli (screenplay)",1968,tt0063518,7.6,"26,294",,4.08
1724,"Monique van de Ven, Johan Leysen, Ottolien Boeschoten, Peter Bolhuis",2 wins & 1 nomination.,N/A,Netherlands,N/A,Rita Horst,,Drama,Dutch,N/A,Anne and Matthijs learn that their unborn child won't survive for long.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDc4ZGU2NzctNmQ5ZS00NDFkLThlZWUtM2Q5MTcwYTY2NzQwXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",13 Apr 1990,True,94 min,Romeo,movie,N/A,Rita Horst,1990,tt0100511,7.1,107,,3.74
1725,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea",Won 2 Oscars. Another 14 wins & 15 nominations.,N/A,"UK, Italy",23 May 2000,Franco Zeffirelli,,"Drama, Romance",English,N/A,"When two young members of feuding families meet, forbidden love ensues.",https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg,Paramount Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",08 Oct 1968,True,138 min,Romeo and Juliet,movie,N/A,"William Shakespeare (play), Franco Brusati (screenplay), Masolino D'Amico (screenplay), Franco Zeffirelli (screenplay)",1968,tt0063518,7.6,"26,294",,3.74
1726,"Leonard Whiting, Olivia Hussey, John McEnery, Milo O'Shea",Won 2 Oscars. Another 14 wins & 15 nominations.,N/A,"UK, Italy",23 May 2000,Franco Zeffirelli,,"Drama, Romance",English,N/A,"When two young members of feuding families meet, forbidden love ensues.",https://m.media-amazon.com/images/M/MV5BMTkyMjIzOTcwOF5BMl5BanBnXkFtZTgwNzk2NjYxMTE@._V1_SX300.jpg,Paramount Home Video,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}]",08 Oct 1968,True,138 min,Romeo and Juliet,movie,N/A,"William Shakespeare (play), Franco Brusati (screenplay), Masolino D'Amico (screenplay), Franco Zeffirelli (screenplay)",1968,tt0063518,7.6,"26,294",,3.74
1727,"Rocco Ambrosio, Sarah Ambrosio, Brian Archer, Tom Assam-Miller",N/A,,USA,,N/A,,Comedy,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzMyODQ0NDMtYWE2NC00MWM4LWE1ODItOGYxMWUwMjgwZDA3XkEyXkFqcGdeQXVyNjc1MjkyMDc@._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",01 Apr 2017,True,18 min,LolLOTR: the Silmarillion,series,,N/A,2017–,tt6798496,7.0,10,N/A,3.74
1728,"Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes",Won 8 Oscars. Another 10 wins & 9 nominations.,N/A,USA,07 Mar 2000,"Victor Fleming, George Cukor, Sam Wood",,"Drama, History, Romance",English,97,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Loew's Inc.,G,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",17 Jan 1940,True,238 min,Gone with the Wind,movie,http://warnervideo.com/gonewiththewind/,"Margaret Mitchell (story of the old south ""Gone with the Wind""), Sidney Howard (screenplay)",1939,tt0031381,8.2,"250,641",,3.88
1729,"Colin Clive, Mae Clarke, John Boles, Boris Karloff",4 wins & 3 nominations.,N/A,USA,28 Aug 2001,James Whale,,"Drama, Horror, Sci-Fi","English, Latin",N/A,An obsessed scientist assembles a living being from parts of exhumed corpses.,https://m.media-amazon.com/images/M/MV5BMTkyOTg5NTE1Nl5BMl5BanBnXkFtZTgwMDY2NTUyMjE@._V1_SX300.jpg,Universal Pictures Company,PASSED,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",21 Nov 1931,True,70 min,Frankenstein,movie,N/A,"John L. Balderston (based upon the composition by), Mary Shelley (from the novel by), Peggy Webling (adapted from the play by), Garrett Fort (screen play), Francis Edward Faragoh (screen play), Richard Schayer (scenario editor)",1931,tt0021884,7.9,"55,739",,4.28
1730,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Nominated for 4 Oscars. Another 9 wins & 20 nominations.,N/A,"UK, USA",14 Aug 2007,Kenneth Branagh,,Drama,English,N/A,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",25 Dec 1996,True,242 min,Hamlet,movie,N/A,"William Shakespeare (play), Kenneth Branagh (screenplay)",1996,tt0116477,7.8,"33,277",,3.75
1731,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Nominated for 4 Oscars. Another 9 wins & 20 nominations.,N/A,"UK, USA",14 Aug 2007,Kenneth Branagh,,Drama,English,N/A,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",25 Dec 1996,True,242 min,Hamlet,movie,N/A,"William Shakespeare (play), Kenneth Branagh (screenplay)",1996,tt0116477,7.8,"33,277",,4.0
1732,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Nominated for 4 Oscars. Another 9 wins & 20 nominations.,N/A,"UK, USA",14 Aug 2007,Kenneth Branagh,,Drama,English,N/A,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",25 Dec 1996,True,242 min,Hamlet,movie,N/A,"William Shakespeare (play), Kenneth Branagh (screenplay)",1996,tt0116477,7.8,"33,277",,4.0
1733,"Riz Abbasi, Richard Attenborough, David Blair, Brian Blessed",Nominated for 4 Oscars. Another 9 wins & 20 nominations.,N/A,"UK, USA",14 Aug 2007,Kenneth Branagh,,Drama,English,N/A,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",https://m.media-amazon.com/images/M/MV5BMjA4OTM4NzMxOF5BMl5BanBnXkFtZTcwMDY1OTM2MQ@@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}]",25 Dec 1996,True,242 min,Hamlet,movie,N/A,"William Shakespeare (play), Kenneth Branagh (screenplay)",1996,tt0116477,7.8,"33,277",,4.0
1734,"Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman",Nominated for 3 Oscars. Another 5 wins & 10 nominations.,N/A,"USA, Italy",03 Dec 2002,King Vidor,,"Drama, Romance, War","English, Italian, Russian",N/A,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",21 Aug 1956,True,208 min,War and Peace,movie,N/A,"Leo Tolstoy (based on the novel by), Bridget Boland (adaptation), Robert Westerby (adaptation), King Vidor (adaptation), Mario Camerini (adaptation), Ennio De Concini (adaptation), Ivo Perilli (adaptation)",1956,tt0049934,6.8,"7,846",,4.0
1735,"Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman",Nominated for 3 Oscars. Another 5 wins & 10 nominations.,N/A,"USA, Italy",03 Dec 2002,King Vidor,,"Drama, Romance, War","English, Italian, Russian",N/A,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",21 Aug 1956,True,208 min,War and Peace,movie,N/A,"Leo Tolstoy (based on the novel by), Bridget Boland (adaptation), Robert Westerby (adaptation), King Vidor (adaptation), Mario Camerini (adaptation), Ennio De Concini (adaptation), Ivo Perilli (adaptation)",1956,tt0049934,6.8,"7,846",,4.11
1736,"Audrey Hepburn, Henry Fonda, Mel Ferrer, Vittorio Gassman",Nominated for 3 Oscars. Another 5 wins & 10 nominations.,N/A,"USA, Italy",03 Dec 2002,King Vidor,,"Drama, Romance, War","English, Italian, Russian",N/A,Napoleon's tumultuous relations with Russia including his disastrous 1812 invasion serve as the backdrop for the tangled personal lives of two aristocratic families.,https://m.media-amazon.com/images/M/MV5BNmJjOThlYTYtYzFlZC00NjI1LWFhNzItYmIzNzk5NDZkZmRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",21 Aug 1956,True,208 min,War and Peace,movie,N/A,"Leo Tolstoy (based on the novel by), Bridget Boland (adaptation), Robert Westerby (adaptation), King Vidor (adaptation), Mario Camerini (adaptation), Ennio De Concini (adaptation), Ivo Perilli (adaptation)",1956,tt0049934,6.8,"7,846",,4.11
1737,,,,,,,Movie not found!,,,,,,,,,,False,,,,,,,,,,,4.11
