"publisher","dagger","book_review_link","author","primary_isbn10","price","primary_isbn13","sunday_review_link","date","first_chapter_link","contributor","title","age_group","weeks_on_list"
"Grand Central Publishing",0,NA,"Sandra Brown","145554647X",0,"9.78E+12",NA,"9/22/13",NA,"by Sandra Brown","ENVY",NA,0
"Delacorte",0,NA,"Lee Child","None",0,"9.78E+12",NA,"9/22/13",NA,"by Lee Child","HIGH HEAT",NA,0
"Forever",0,NA,"Jessica Sorensen","1455582727",0,"9.78E+12",NA,"9/22/13",NA,"by Jessica Sorensen","BREAKING NOVA",NA,0
"Rachel Van Dyken",0,NA,"Rachel Van Dyken","None",0,"9.78E+12",NA,"9/15/13",NA,"by Rachel Van Dyken","RUIN",NA,0
"Indie Six",0,NA,"Elisabeth Naughton and others","988986221",0,"9.78E+12",NA,"9/15/13",NA,"by Elisabeth Naughton and others","WICKED FIRSTS",NA,0
"Harper",0,NA,"Daniel Silva","62073206",0,"9.78E+12",NA,"9/8/13",NA,"by Daniel Silva","THE ENGLISH GIRL",NA,0
"Putnam",0,NA,"Frederick Forsyth",NA,0,"9.78E+12",NA,"9/8/13",NA,"by Frederick Forsyth","THE KILL LIST",NA,0
"Hugh Howey",0,NA,"Hugh Howey",NA,0,"A00B00CYNGPTG",NA,"9/8/13",NA,"by Hugh Howey","DUST",NA,0
"Kristen Ashley",0,NA,"Kristen Ashley","None",0,"A00B00E40F64M",NA,"9/1/13",NA,"by Kristen Ashley","ROCK CHICK REVOLUTION",NA,0
"Little, Brown",0,NA,"James Patterson and Howard Roughan","316211192",0,"9.78E+12",NA,"9/1/13",NA,"by James Patterson and Howard Roughan","SECOND HONEYMOON",NA,0
"Seth Clarke",0,NA,"Jasinda Wilder",NA,0,"A00B00DJB6KE2",NA,"9/1/13",NA,"by Jasinda Wilder","STRIPPED",NA,0
"Emily Bestler/Atria",0,NA,"Brad Thor","1476717117",0,"9.78E+12",NA,"9/1/13",NA,"by Brad Thor","HIDDEN ORDER",NA,0
"Algonquin",0,NA,"Irene Zatko","None",0,"9.78E+12",NA,"8/25/13",NA,"by Irene Zabytko","THE SKY UNWASHED",NA,0
"Forever",0,NA,"Jessica Sorensen","None",0,"9.78E+12",NA,"8/25/13",NA,"by Jessica Sorensen","THE REDEMPTION OF CALLIE AND KAYDEN",NA,0
"Morrow/HarperCollins",0,NA,"Faye Kellerman","62121774",0,"9.78E+12",NA,"8/25/13",NA,"by Faye Kellerman","THE BEAST",NA,0
"Little, Brown & Company",0,"https://www.nytimes.com/2012/09/27/books/book-review-the-casual-vacancy-by-j-k-rowling.html","J K Rowling","316228583",0,"9.78E+12","https://www.nytimes.com/2012/10/28/books/review/the-casual-vacancy-by-j-k-rowling.html","8/25/13",NA,"by J. K. Rowling","THE CASUAL VACANCY",NA,0
"Morrow/HarperCollins",0,NA,"Neil Gaiman","None",0,"9.78E+12","https://www.nytimes.com/2013/06/30/books/review/neil-gaimans-ocean-at-the-end-of-the-lane.html","8/18/13",NA,"by Neil Gaiman","THE OCEAN AT THE END OF THE LANE",NA,0
"Laree Bailey Press",0,NA,"H M Ward","985547367",0,"9.78E+12",NA,"8/18/13",NA,"by H. M. Ward","THE ARRANGEMENT 9: THE FERRO FAMILY",NA,0
"Grand Central",0,NA,"Sandra Brown","1455546445",0,"9.78E+12",NA,"8/11/13",NA,"by Sandra Brown","THE WITNESS",NA,0
"S.L. Jennings",0,NA,"SL Jennings","None",0,"A00B00DYVX8TM",NA,"8/11/13",NA,"by  S.L. Jennings","FEAR OF FALLING",NA,0
"Knopf",0,"https://www.nytimes.com/2013/06/18/books/carl-hiaasens-bad-monkey-features-a-cast-of-oddballs.html","Carl Hiaasen",NA,0,"9.78E+12","https://www.nytimes.com/2013/06/16/books/review/carl-hiaasens-bad-monkey-and-more.html","8/11/13",NA,"by Carl Hiaasen","BAD MONKEY",NA,0
"Berkley",0,NA,"Sylvia Day","None",0,"9.78E+12",NA,"8/4/13",NA,"by Sylvia Day","ENTWINED WITH YOU",NA,0
"Spencer Hill Contemporary",0,NA,"J Lynn","1939392748",0,"9.78E+12",NA,"8/4/13",NA,"by J. Lynn","FRIGID",NA,0
"Golden Unicorn",0,NA,"J S Scott","1939962013",0,"9.78E+12",NA,"8/4/13",NA,"by J. S. Scott","THE BILLIONAIRE'S OBSESSION",NA,0
"Touchstone",0,NA,"J A Jance","1451628706",0,"9.78E+12",NA,"8/4/13",NA,"by J. A. Jance","DEADLY STAKES",NA,0
"J.C. Reed",0,NA,"JC Reed","None",0,"A00B00BTJQZNC",NA,"7/28/13",NA,"by J.C. Reed","SURRENDER YOUR LOVE",NA,0
"Laree Bailey",0,NA,"H M Ward","985547340",0,"9.78E+12",NA,"7/21/13",NA,"by H. M. Ward","DAMAGED 2",NA,0
"Vintage",0,NA,"Jo Nesbo",NA,0,"9.78E+12",NA,"7/21/13",NA,"by Jo Nesbo","THE BAT",NA,0
"J.C. Reed",0,NA,"JC Reed","None",0,"A00B00D9A2NZ8",NA,"7/21/13",NA,"by  J.C. Reed","CONQUER YOUR LOVE",NA,0
"Reagan Arthur/Little, Brown",0,NA,"Elin Hilderbrand","316227188",0,"9.78E+12",NA,"7/21/13",NA,"by Elin Hilderbrand","BEAUTIFUL DAY",NA,0
"Zebra",0,NA,"Fern Michaels","None",0,"9.78E+12",NA,"7/14/13",NA,"by Fern Michaels","GOTCHA!",NA,0
"Avon",0,NA,"Stephanie Laurens","None",0,"9.78E+12",NA,"7/14/13",NA,"by Stephanie Laurens","THE TAMING OF RYDER CAVANAUGH",NA,0
"Little, Brown",0,"https://www.nytimes.com/2005/09/29/books/29masl.html","Michael Connelly","759514712",0,"9.78E+12","https://www.nytimes.com/2005/10/09/books/review/09crime.html","7/7/13",NA,"by Michael Connelly","THE LINCOLN LAWYER",NA,0
"Scribner",0,"https://www.nytimes.com/2013/05/30/books/the-silver-star-a-novel-by-jeannette-walls.html","Jeannette Walls",NA,0,"9.78E+12","https://www.nytimes.com/2013/06/30/books/review/the-silver-star-by-jeannette-walls.html","7/7/13",NA,"by Jeannette Walls","THE SILVER STAR",NA,0
"Simon & Schuster",0,NA,"Lauren Weisberger","1439146950",0,"9.78E+12","https://www.nytimes.com/2003/04/13/books/anna-dearest.html","7/7/13",NA,"by Lauren Weisberger","REVENGE WEARS PRADA",NA,0
"Threshold Editions",0,NA,"Glenn Beck","1451635834",0,"9.78E+12",NA,"6/30/13",NA,"by Glenn Beck","THE EYE OF MOLOCH",NA,0
"Grand Central",0,NA,"Jeffery Deaver","1455517070",0,"9.78E+12",NA,"6/30/13",NA,"by Jeffery Deaver","THE KILL ROOM",NA,0
"Little, Brown",0,NA,"James Patterson and Maxine Paetro",NA,0,"9.78E+12",NA,"6/30/13",NA,"by James Patterson and Maxine Paetro","12TH OF NEVER",NA,0
"Putnam",0,NA,"John Sandford","None",0,"9.78E+12",NA,"6/30/13",NA,"by John Sandford","SILKEN PREY",NA,0
"Harlequin Mira",0,NA,"Sherryl Woods","778314464",0,"9.78E+12",NA,"6/23/13",NA,"by Sherryl Woods","SEA GLASS ISLAND",NA,0
"Putnam",0,NA,"Clive Cussler and Graham Brown","None",0,"9.78E+12",NA,"6/23/13",NA,"by Clive Cussler and Graham Brown","ZERO HOUR",NA,0
"Bantam",0,NA,"Janet Evanovich and Lee Goldberg","None",0,"9.78E+12",NA,"6/16/13",NA,"by Janet Evanovich and Lee Goldberg","PROS AND CONS",NA,0
"Ace",0,NA,"Charlaine Harris","None",0,"9.78E+12",NA,"6/16/13",NA,"by Charlaine Harris","DEAD EVER AFTER",NA,0
"Harlequin HQN",0,NA,"Susan Mallery","None",0,"9.78E+12",NA,"6/16/13",NA,"by Susan Mallery","JUST ONE KISS",NA,0
"Ballantine",0,NA,"Meg Waite Clayton","345507843",0,"9.78035E+12",NA,"6/9/13",NA,"by Meg Waite Clayton","THE WEDNESDAY SISTERS",NA,0
"Cassia Leo",0,NA,"Cassia Leo","None",0,"A00B00CLXL4HW",NA,"6/9/13",NA,"by Cassia Leo","PIECES OF YOU",NA,0
"Morrow",0,NA,"Molly McAdams","None",0,"9.78006E+12",NA,"6/9/13",NA,"by Molly McAdams","STEALING HARPER",NA,0
"Grand Central",0,NA,"Sandra Brown","1455546313",0,"9.78146E+12",NA,"6/9/13",NA,"by Sandra Brown","FRENCH SILK",NA,0
"M. Leighton",0,NA,"M Leighton","None",0,"A00B00CR6Q5HM",NA,"6/2/13",NA,"by M. Leighton","UNTIL I BREAK",NA,0
"Grand Central",0,NA,"Nicholas Sparks","446574244",0,"9.78045E+12",NA,"6/2/13",NA,"by Nicholas Sparks","SAFE HAVEN",NA,0
"Katy Evans",0,NA,"Katy Evans","None",0,"A00B00C9QORFW",NA,"5/26/13",NA,"by Katy Evans","REAL",NA,0
"Simon & Schuster",0,NA,"Mary Higgins Clark","1451668961",0,"9.78145E+12",NA,"5/26/13",NA,"by Mary Higgins Clark","DADDY'S GONE A HUNTING",NA,0
"St. Martin's",0,NA,"Kristin Hannah","None",0,"9.78125E+12",NA,"5/26/13",NA,"by Kristin Hannah","FLY AWAY",NA,0
"HQN",0,NA,"Lori Foster","None",0,"9.78146E+12",NA,"5/19/13",NA,"by Lori Foster","BARE IT ALL",NA,0
"Harlequin Mira",0,NA,"Susan Wiggs","None",0,"9.78146E+12",NA,"5/19/13",NA,"by Susan Wiggs","THE APPLE ORCHARD",NA,0
"Little, Brown",0,NA,"James Patterson","316097527",0,"9.78032E+12",NA,"5/12/13",NA,"by James Patterson","ALEX CROSS, RUN",NA,0
"Little, Brown",0,"https://www.nytimes.com/2013/03/26/books/life-after-life-a-novel-by-kate-atkinson.html","Kate Atkinson","316230804",0,"9.78032E+12","https://www.nytimes.com/2013/04/28/books/review/life-after-life-by-kate-atkinson.html","5/12/13",NA,"by Kate Atkinson","LIFE AFTER LIFE",NA,0
"Emily Bestler/Atria",0,NA,"Jodi Picoult","1439149704",0,"9.78144E+12",NA,"5/12/13",NA,"by Jodi Picoult","THE STORYTELLER",NA,0
"Random House",0,"https://www.nytimes.com/2013/03/28/books/the-burgess-boys-a-novel-by-elizabeth-strout.html","Elizabeth Strout","812984617",0,"9.78081E+12","https://www.nytimes.com/2013/04/28/books/review/the-burgess-boys-by-elizabeth-strout.html","5/12/13",NA,"by Elizabeth Strout","THE BURGESS BOYS",NA,0
"Oak Press",0,NA,"Bella Andre","None",0,"9.78194E+12",NA,"3/24/13",NA,"by Bella Andre","ALWAYS ON MY MIND",NA,0
"Random House Publishing",0,NA,"Lara Adrian","345532619",0,"9.78035E+12",NA,"3/17/13",NA,"by Lara Adrian","EDGE OF DAWN",NA,0
"Random House Publishing",0,NA,"Debbie Macomber","None",0,"9.78035E+12",NA,"3/17/13",NA,"by Debbie Macomber","HEARTSONG",NA,0
"HarperCollins Publishers",0,NA,"John Irving","62235184",0,"9.78006E+12","https://www.nytimes.com/1985/05/26/books/guilt-and-compassion.html","3/10/13",NA,"by John Irving","THE CIDER HOUSE RULES",NA,0
"Gallery Books",0,NA,"Christina Lauren","None",0,"9.78148E+12",NA,"3/10/13",NA,"by Christina Lauren","BEAUTIFUL BASTARD",NA,0
"Little, Brown & Company",0,NA,"James Patterson and Mark Sullivan",NA,0,"9.78032E+12",NA,"3/10/13",NA,"by James Patterson and Mark Sullivan","PRIVATE BERLIN",NA,0
"Crown Publishing",0,NA,"Herman Koch","None",0,"9.78039E+12",NA,"3/10/13",NA,"by Herman Koch","THE DINNER",NA,0
"Lisa Renee Jones",0,NA,"Lisa Renee Jones","None",0,"A00B008Y0J9OQ",NA,"3/10/13",NA,"by Lisa Renee Jones","TALL, DARK AND DEADLY",NA,0
"Penguin Group",0,NA,"Robert Crais","None",0,"9.7811E+12",NA,"3/3/13",NA,"by Robert Crais","SUSPECT",NA,0
"Crown Publishing",0,NA,"Taylor Stevens","307717119",0,"9.78031E+12",NA,"3/3/13",NA,"by Taylor Stevens","THE INFORMATIONIST",NA,0
"Random House Publishing",0,"https://www.nytimes.com/2013/01/15/books/tenth-of-december-stories-by-george-saunders.html","George Saunders","812993802",0,"9.78081E+12","https://www.nytimes.com/2013/02/03/books/review/tenth-of-december-by-george-saunders.html","3/3/13",NA,"by George Saunders","TENTH OF DECEMBER",NA,0
"Sapphire Star Publishing",0,NA,"A L Jackson","1938404505",0,"9.78194E+12",NA,"3/3/13",NA,"by A. L. Jackson","LOST TO YOU",NA,0
"Gail McHugh",0,NA,"Gail McHugh","None",0,"A00B00B385VCU",NA,"2/24/13",NA,"by Gail McHugh","COLLIDE",NA,0
"Oak Press",0,NA,"Lucy Kevin","1938127250",0,"9.78194E+12",NA,"2/24/13",NA,"by Lucy Kevin","FOUR WEDDINGS AND A FIASCO BOXED SET",NA,0
"Simon & Schuster",0,NA,"Isaac Marion","1439192332",0,"9.78144E+12",NA,"2/24/13",NA,"by Isaac Marion","WARM BODIES",NA,0
"Simon & Schuster",0,NA,"Sister Souljah","1439165343",0,"9.78144E+12",NA,"2/17/13",NA,"by Sister Souljah","A DEEPER LOVE INSIDE",NA,0
"Jessica Sorensen",0,NA,"Jessica Sorensen","None",0,"A00B00ANDLC6K",NA,"2/17/13",NA,"by Jessica Sorensen","THE COINCIDENCE OF CALLIE AND KAYDEN",NA,0
"Revell",0,NA,"Lorena McCourtney","1441238220",0,"9.78144E+12",NA,"2/17/13",NA,"by Lorena McCourtney","DYING TO READ",NA,0
"Penguin Group",0,NA,"Sylvia Day","None",0,"9.7811E+12",NA,"2/10/13",NA,"by Sylvia Day","REFLECTED IN YOU",NA,0
"Simon & Schuster",0,NA,"Glenn Beck with Harriet Parke","1476717001",0,"9.78148E+12",NA,"2/3/13",NA,"by Glenn Beck with Harriet Parke","AGENDA 21",NA,0
"HarperCollins Publishers",0,NA,"James Rollins and Rebecca Cantrell","62235753",0,"9.78006E+12",NA,"1/27/13",NA,"by James Rollins and Rebecca Cantrell","THE BLOOD GOSPEL",NA,0
"Grand Central Publishing",0,NA,"James Patterson and Mark Pearson","1455515531",0,"9.78146E+12",NA,"1/27/13",NA,"by James Patterson and Mark Pearson","PRIVATE LONDON",NA,0
"Random House Publishing",0,NA,"Janet Evanovich","345527755",0,"9.78035E+12",NA,"1/20/13",NA,"by Janet Evanovich","NOTORIOUS NINETEEN",NA,0
"Penguin Group",0,NA,"Tom Clancy with Mark Greaney",NA,0,"9.7811E+12",NA,"1/20/13",NA,"by Tom Clancy with Mark Greaney","THREAT VECTOR",NA,0
"Simon & Schuster",0,"https://www.nytimes.com/2009/11/12/books/12book.html","Stephen King","1439168032",0,"9.78144E+12","https://www.nytimes.com/2009/11/08/books/review/JParker-t.html","1/13/13",NA,"by Stephen King","UNDER THE DOME, PART 1",NA,0
"Algonquin",0,"https://www.nytimes.com/2007/07/11/books/11elep.html","Sara Gruen","1565125851",0,"9.78157E+12","https://www.nytimes.com/2006/06/04/books/review/04judd.html","1/13/13",NA,"by Sara Gruen","WATER FOR ELEPHANTS",NA,0
"FaithWords",0,NA,"Wm Paul Young","145551604X",0,"9.78146E+12",NA,"1/6/13",NA,"by Wm. Paul Young","CROSS ROADS",NA,0
"Knopf Doubleday Publishing",0,"https://www.nytimes.com/2012/12/06/books/the-twelve-tribes-of-hattie-by-ayana-mathis.html","Ayana Mathis","385350287",0,"9.78039E+12",NA,"1/6/13",NA,"by Ayana Mathis","THE TWELVE TRIBES OF HATTIE",NA,0
"Hyperion Press",0,NA,"Mitch Albom","1401322786",0,"9.7814E+12",NA,"1/6/13",NA,"by Mitch Albom","THE TIME KEEPER",NA,0
"HarperCollins Publishers",0,"https://www.nytimes.com/2012/10/16/books/the-round-house-louise-erdrichs-new-novel.html","Louise Erdrich","62065246",0,"9.78006E+12","https://www.nytimes.com/2012/10/14/books/review/the-round-house-by-louise-erdrich.html","12/30/12",NA,"by Louise Erdrich","THE ROUND HOUSE",NA,0
"Penguin Group",0,NA,"Jim Butcher","451464400",0,"9.78045E+12",NA,"12/23/12",NA,"by Jim Butcher","COLD DAYS",NA,0
"Penguin Group",0,"https://www.nytimes.com/2012/09/17/books/ken-follett-offers-second-volume-of-century-trilogy.html","Ken Follett","525952926",0,"9.78053E+12",NA,"12/23/12",NA,"by Ken Follett","WINTER OF THE WORLD",NA,0
"Penguin Group",0,NA,"Nora Roberts","None",0,"9.7811E+12",NA,"12/23/12",NA,"by Nora Roberts","THE PERFECT HOPE",NA,0
"Random House Publishing",0,NA,"Kevin Hearne","345535626",0,"9.78035E+12",NA,"12/16/12",NA,"by Kevin Hearne","TRAPPED",NA,0
"Raine Miller Romance",0,NA,"Raine Miller","None",0,"9.7813E+12",NA,"12/9/12",NA,"by Raine Miller","NAKED",NA,0
"Penguin Group",0,NA,"Clive Cussler and Dirk Cussler",NA,0,"9.7811E+12",NA,"12/9/12",NA,"by Clive Cussler and Dirk Cussler","POSEIDON'S ARROW",NA,0
"Grand Central Publishing",0,NA,"Nelson DeMille","1455518379",0,"9.78146E+12",NA,"12/2/12",NA,"by Nelson DeMille","THE PANTHER",NA,0
"Samhain Publishing",0,NA,"Cherrie Lynn","None",0,"9.78162E+12",NA,"12/2/12",NA,"by Cherrie Lynn","LEAVE ME BREATHLESS",NA,0
"Random House Publishing",0,NA,"Danielle Steel","None",0,"9.78035E+12",NA,"11/25/12",NA,"by Danielle Steel","THE SINS OF THE MOTHER",NA,0
"Random House Publishing",0,NA,"David Mitchell","375507256",0,"9.78038E+12","https://www.nytimes.com/2004/08/29/books/history-is-a-nightmare.html","11/25/12",NA,"by David Mitchell","CLOUD ATLAS",NA,0
"Laurann Dohner",0,NA,"Laurann Dohner","None",0,"9.78142E+12",NA,"11/18/12",NA,"by Laurann Dohner","SHADOW",NA,0
"Cora Carmack",0,NA,"Cora Carmack","None",0,"9.78099E+12",NA,"11/18/12",NA,"by Cora Carmack","LOSING IT",NA,0
"Little, Brown & Company",0,NA,"Michael Connelly","316233684",0,"9.78032E+12",NA,"11/18/12",NA,"by Michael Connelly","THE SAFE MAN",NA,0
"Random House Publishing",0,NA,"Debbie Macomber","345535960",0,"9.78035E+12",NA,"11/11/12",NA,"by Debbie Macomber","ANGELS AT THE TABLE",NA,0
"M. Leighton",0,NA,"M Leighton","None",0,"A00B009FG00N2",NA,"11/11/12",NA,"by M. Leighton","DOWN TO YOU",NA,0
"S.H. Kolee",0,NA,"SH Kolee","None",0,"A00B009FHSYSY",NA,"11/4/12",NA,"by S.H. Kolee","LOVE LEFT BEHIND",NA,0
"Penguin Group",0,"https://www.nytimes.com/2010/09/24/books/24book.html","Ken Follett","None",0,"9.7811E+12","https://www.nytimes.com/2010/10/03/books/review/Boylan-t.html","10/28/12",NA,"by Ken Follett","FALL OF GIANTS",NA,0
"HarperCollins Publishers",0,"https://www.nytimes.com/2012/10/04/books/live-by-night-by-dennis-lehane.html","Dennis Lehane","62200291",0,"9.78006E+12","https://www.nytimes.com/2012/10/21/books/review/dennis-lehanes-live-by-night-and-more.html","10/28/12",NA,"by Dennis Lehane","LIVE BY NIGHT",NA,0
"Grand Central Publishing",0,NA,"Sandra Brown","1455501530",0,"9.78146E+12",NA,"10/28/12",NA,"by Sandra Brown","LOW PRESSURE",NA,0
"Knopf Doubleday Publishing",0,NA,"Jo Nesbo","030796048X",0,"9.78031E+12",NA,"10/28/12",NA,"by Jo Nesbo","PHANTOM",NA,0
"HarperCollins Publishers",0,NA,"Stephanie Laurens","62066269",0,"9.78006E+12",NA,"10/14/12",NA,"by Stephanie Laurens","THE LADY RISKS ALL",NA,0
"Penguin Group",0,NA,"J D Robb","None",0,"9.7811E+12",NA,"10/14/12",NA,"by J. D. Robb","DELUSION IN DEATH",NA,0
"Random House Publishing",0,NA,"Maya Banks","345536037",0,"9.78035E+12",NA,"10/14/12",NA,"by Maya Banks","NEVER SEDUCE A SCOT",NA,0
"Penguin Group",0,NA,"Stuart Woods","None",0,"9.7811E+12",NA,"10/14/12",NA,"by Stuart Woods","SEVERE CLEAR",NA,0
"Tom Doherty Associates",0,NA,"David Weber","1429944684",0,"9.78143E+12",NA,"10/7/12",NA,"by David Weber","MIDST TOIL AND TRIBULATION",NA,0
"Penguin Group",0,NA,"Amor Towles","None",0,"9.7811E+12","https://www.nytimes.com/2011/08/14/books/review/rules-of-civility-by-amor-towles-book-review.html","10/7/12",NA,"by Amor Towles","RULES OF CIVILITY",NA,0
"Penguin Group",0,NA,"Clive Cussler and Thomas Perry","None",0,"9.7811E+12",NA,"10/7/12",NA,"by Clive Cussler and Thomas Perry","THE TOMBS",NA,0
"Entangled Publishing",0,NA,"Katee Robert","None",0,"A00B008NIJK9I",NA,"10/7/12",NA,"by Katee Robert","WRONG BED, RIGHT GUY",NA,0
"Penguin Group",0,NA,"Michael Brandman","None",0,"9.7811E+12",NA,"9/30/12",NA,"by Michael Brandman","ROBERT B. PARKER'S FOOL ME TWICE",NA,0
"Penguin Group",0,NA,"Beth Kery","None",0,"9.7811E+12",NA,"9/30/12",NA,"by Beth Kery","BECAUSE YOU ARE MINE PART VII",NA,0
"Random House Publishing",0,NA,"Tess Gerritsen","345535952",0,"9.78035E+12",NA,"9/30/12",NA,"by Tess Gerritsen","LAST TO DIE",NA,0
"St. Martin's Press",0,NA,"Emily Giffin","1429957867",0,"9.78143E+12",NA,"9/23/12",NA,"by Emily Giffin","WHERE WE BELONG",NA,0
"Berkley",0,NA,"Nalini Singh","None",0,"9.7811E+12",NA,"9/23/12",NA,"by Nalini Singh","ARCHANGEL’S STORM",NA,0
"Simon & Schuster",0,NA,"Jamie McGuire","1476712050",0,"9.78148E+12",NA,"9/23/12",NA,"by Jamie McGuire","BEAUTIFUL DISASTER",NA,0
"Kensington Publishing",0,NA,"G A Aiken","1420131001",0,"9.78142E+12",NA,"9/23/12",NA,"by G. A. Aiken","HOW TO DRIVE A DRAGON CRAZY",NA,0
"Berkley",0,NA,"Nalini Singh","None",0,"9.78E+12",NA,"9/23/12",NA,"by Nalini Singh","ARCHANGEL�۪S STORM",NA,0
"Pocket Books",0,NA,"Jude Deveraux","None",0,"9.78E+12",NA,"9/16/12",NA,"by Jude Deveraux","STRANGER IN THE MOONLIGHT",NA,0
"Penguin Group",0,NA,"Beth Kery","None",0,"9.78E+12",NA,"9/16/12",NA,"by Beth Kery","BECAUSE YOU ARE MINE PART V",NA,0
"Simon & Schuster",0,NA,"Brad Thor","1439193061",0,"9.78E+12",NA,"9/16/12",NA,"by Brad Thor","BLACK LIST",NA,0
"Penguin Group",0,NA,"Beth Kerry","1101608528",0,"9.7811E+12",NA,"9/9/12",NA,"by Beth Kerry","BECAUSE YOU ARE MINE PART IV",NA,0
"Grand Central Publishing",0,NA,"David Baldacci","446573027",0,"9.78045E+12",NA,"9/9/12",NA,"by David Baldacci","ZERO DAY",NA,0
"Delacorte Press",0,NA,"Lee Child","None",0,"9.78035E+12",NA,"9/9/12",NA,"by Lee Child","DEEP DOWN",NA,0
"Random House Publishing",0,NA,"Dean Koontz","345533585",0,"9.78035E+12",NA,"9/9/12",NA,"by Dean Koontz","ODD APOCALYPSE",NA,0
"Little, Brown & Company",0,NA,"James Patterson and Michael Ledwidge","316097470",0,"9.78032E+12",NA,"9/2/12",NA,"by James Patterson and Michael Ledwidge","I, MICHAEL BENNETT",NA,0
"Penguin Group",0,NA,"W E B Griffin and William E Butterworth IV","None",0,"9.7811E+12",NA,"8/26/12",NA,"by W. E. B. Griffin and William E. Butterworth IV","THE SPYMASTERS",NA,0
"HarperCollins Publishers",0,NA,"Daniel Silva","62073176",0,"9.78006E+12",NA,"8/26/12",NA,"by Daniel Silva","THE FALLEN ANGEL",NA,0
"Random House Publishing",0,NA,"Danielle Steel","345533569",0,"9.78035E+12",NA,"8/26/12",NA,"by Danielle Steel","FRIENDS FOREVER",NA,0
"HarperCollins Publishers",0,NA,"Lynsay Sands","None",0,"9.78006E+12",NA,"8/19/12",NA,"by Lynsay Sands","THE LADY IS A VAMP",NA,0
"Grand Central Publishing",0,NA,"Jill Shalvis","1455503703",0,"9.78146E+12",NA,"8/19/12",NA,"by Jill Shalvis","FOREVER AND A DAY",NA,0
"Penguin Group",0,NA,"Kay Hooper",NA,0,"9.7811E+12",NA,"8/19/12",NA,"by Kay Hooper","HAVEN",NA,0
"Random House Publishing",0,NA,"John Grisham","034553056X",0,"9.78035E+12",NA,"8/12/12",NA,"by John Grisham","THE LITIGATORS",NA,0
"Penguin Group",0,NA,"Catherine Coulter","None",0,"9.7811E+12",NA,"8/12/12",NA,"by Catherine Coulter","BACKFIRE",NA,0
"Rerum Publishing House",0,NA,"R L Mathewson","None",0,"2.94001E+12",NA,"8/12/12",NA,"by R. L. Mathewson","PLAYING FOR KEEPS",NA,0
"St. Martin's Press",0,NA,"Iris Johansen and Roy Johansen","None",0,"9.78143E+12",NA,"8/5/12",NA,"by Iris Johansen and Roy Johansen","CLOSE YOUR EYES",NA,0
"Atria Books",0,NA,"Jennifer Weiner","1451617771",0,"9.78145E+12",NA,"8/5/12",NA,"by Jennifer Weiner","THE NEXT BEST THING",NA,0
"Penguin Group",0,NA,"Deborah Harkness","None",0,"9.7811E+12",NA,"8/5/12",NA,"by Deborah Harkness","A DISCOVERY OF WITCHES",NA,0
"Random House Publishing",0,NA,"Karin Slaughter","345528514",0,"9.78035E+12",NA,"7/29/12",NA,"by Karin Slaughter","CRIMINAL",NA,0
"Penguin Group",0,NA,"Linda Fairstein",NA,0,"9.7811E+12",NA,"7/29/12",NA,"by Linda Fairstein","NIGHT WATCH",NA,0
"Little, Brown & Company",0,NA,"Elin Hilderbrand","316202479",0,"9.78032E+12",NA,"7/22/12",NA,"by Elin Hilderbrand","SUMMERLAND",NA,0
"Little, Brown & Company",0,NA,"James Patterson and Maxine Paetro","316097489",0,"9.78032E+12",NA,"7/22/12",NA,"by James Patterson and Maxine Paetro","11TH HOUR",NA,0
"HarperCollins Publishers",0,NA,"James Rollins","62194909",0,"9.78006E+12",NA,"7/22/12",NA,"by James Rollins","BLOODLINE",NA,0
"Grand Central Publishing",0,NA,"David Baldacci","446573000",0,"9.78045E+12",NA,"7/22/12",NA,"by David Baldacci","THE INNOCENT",NA,0
"Random House Publishing",0,NA,"Karen Thompson Walker","679644385",0,"9.78068E+12","https://www.nytimes.com/2012/08/19/books/review/into-the-darkest-corner-by-elizabeth-haynes-and-more.html","7/22/12",NA,"by Karen Thompson Walker","THE AGE OF MIRACLES",NA,0
"HQN",0,NA,"Gena Showalter","None",0,"9.78146E+12",NA,"7/15/12",NA,"by Gena Showalter","WICKED NIGHTS",NA,0
"Knopf Doubleday Publishing",0,NA,"John Grisham","385536089",0,"9.78039E+12",NA,"7/8/12",NA,"by John Grisham","CALICO JOE",NA,0
"Berkley",0,NA,"Nora Roberts","None",0,"9.7811E+12",NA,"7/8/12",NA,"by Nora Roberts","THE LAST BOYFRIEND",NA,0
"Penguin Group",0,NA,"Clive Cussler and Graham Brown",NA,0,"9.7811E+12",NA,"7/8/12",NA,"by Clive Cussler and Graham Brown","THE STORM",NA,0
"Grand Central Publishing",0,NA,"Nicholas Sparks","446542180",0,"9.78045E+12",NA,"7/8/12",NA,"by Nicholas Sparks","THE LUCKY ONE",NA,0
"Kensington",0,NA,"Lisa Jackson",NA,0,"9.78142E+12",NA,"7/1/12",NA,"by Lisa Jackson","AFRAID TO DIE",NA,0
"Random House Publishing",0,NA,"Karin Slaughter","345538161",0,"9.78035E+12",NA,"6/24/12",NA,"by Karin Slaughter","SNATCHED",NA,0
"Random House Publishing",0,NA,"George R R Martin","055389787X",0,"9.78055E+12",NA,"6/24/12",NA,"by George R. R. Martin","A STORM OF SWORDS",NA,0
"Putnam",0,NA,"Nora Roberts","None",0,"9.7811E+12",NA,"6/17/12",NA,"by Nora Roberts","THE WITNESS",NA,0
